2052	0.999937	0.000577	-0.163208	-0.000577	0.999937	-0.457214	
2053	0.999853	0.000189	0.021118	-0.000189	0.999853	-0.195862	
2054	0.999954	0.000001	0.155884	-0.000001	0.999954	-0.236145	
2055	1.000338	0.000230	-0.612549	-0.000230	1.000338	-0.209229	
2056	0.999799	0.000136	0.346558	-0.000136	0.999799	-0.030701	
2057	1.000273	0.000241	-0.306091	-0.000241	1.000273	-0.524353	
2058	0.999902	0.000368	0.156006	-0.000368	0.999902	0.016541	
2059	1.000189	-0.000005	-0.397400	0.000005	1.000189	-0.253052	
2060	1.000029	0.000262	0.082336	-0.000262	1.000029	0.037537	
2061	1.000269	0.000735	-0.177307	-0.000735	1.000269	0.151550	
2062	1.000001	0.000906	-0.307068	-0.000906	1.000001	0.350586	
2063	1.000485	0.000084	-0.388123	-0.000084	1.000485	-0.474731	
2064	0.999962	0.000532	-0.256104	-0.000532	0.999962	0.158325	
2065	1.000155	-0.000051	0.088440	0.000051	1.000155	-0.445374	
2066	0.999998	0.000377	-0.001953	-0.000377	0.999998	-0.375977	
2067	1.000344	0.000641	-0.540161	-0.000641	1.000344	-0.451965	
2068	0.999708	-0.000194	0.278198	0.000194	0.999708	-0.486267	
2069	1.000254	0.000254	-0.183899	-0.000254	1.000254	-0.398315	
2070	1.000088	0.000216	-0.284241	-0.000216	1.000088	0.179016	
2071	1.000262	0.000002	-0.236572	-0.000002	1.000262	-0.121155	
2072	1.000052	0.000521	-0.364868	-0.000521	1.000052	0.186035	
2073	1.000523	0.000508	-0.504028	-0.000508	1.000523	-0.337952	
2074	0.999945	0.000072	-0.030823	-0.000072	0.999945	-0.242859	
2075	1.000218	0.000235	-0.424377	-0.000235	1.000218	-0.482544	
2076	1.000180	0.000111	-0.063599	-0.000111	1.000180	-0.318604	
2077	1.000399	0.000425	-0.273132	-0.000425	1.000399	-0.358215	
2078	0.999972	0.000334	-0.349548	-0.000334	0.999972	-0.003479	
2079	1.000211	0.000115	-0.028442	-0.000115	1.000211	-0.338440	
2080	0.999928	0.000200	-0.115479	-0.000200	0.999928	0.104858	
2081	1.000125	0.000334	-0.214600	-0.000334	1.000125	0.133484	
2082	1.000246	0.000386	-0.467773	-0.000386	1.000246	0.028137	
2083	1.000584	0.000884	-0.818298	-0.000884	1.000584	0.076294	
2084	0.999920	0.000459	0.019592	-0.000459	0.999920	0.134827	
2085	1.000197	0.000105	-0.024475	-0.000105	1.000197	-0.162292	
2086	1.000084	0.000488	-0.320557	-0.000488	1.000084	0.090149	
2087	1.000292	0.000335	-0.032349	-0.000335	1.000292	-0.518250	
2088	0.999729	0.000602	-0.358521	-0.000602	0.999729	0.345642	
2089	1.000247	0.000100	-0.178894	-0.000100	1.000247	-0.039429	
2090	0.999682	0.000174	0.292236	-0.000174	0.999682	0.402161	
2091	1.000120	0.000545	-0.320251	-0.000545	1.000120	0.435181	
2092	0.999975	0.000305	-0.101013	-0.000305	0.999975	0.263977	
2093	0.999894	0.000864	-0.432861	-0.000864	0.999894	0.452942	
2094	1.000246	0.000395	-0.192322	-0.000395	1.000246	-0.126831	
2095	1.000353	0.000355	-0.542236	-0.000355	1.000353	-0.161743	
2096	1.000000	0.000517	-0.118652	-0.000517	1.000000	0.146912	
2097	1.000122	0.000210	-0.195618	-0.000210	1.000122	0.161621	
2098	0.999816	0.000901	-0.253723	-0.000901	0.999816	0.809937	
2099	0.999872	0.000463	-0.195190	-0.000463	0.999872	0.328247	
2100	0.999828	0.000378	0.223999	-0.000378	0.999828	0.380737	
2101	1.000523	0.000895	-0.253662	-0.000895	1.000523	0.315430	
2102	0.999835	0.000083	0.152222	-0.000083	0.999835	0.220581	
2103	0.999914	-0.000152	0.299622	0.000152	0.999914	0.019470	
2104	1.000197	0.000595	-0.143005	-0.000595	1.000197	0.694946	
2105	1.000184	0.000318	-0.084900	-0.000318	1.000184	-0.056763	
2106	0.999732	0.000509	0.009033	-0.000509	0.999732	0.478271	
2107	0.999986	0.000483	-0.225098	-0.000483	0.999986	0.356140	
2108	0.999606	0.000575	0.141174	-0.000575	0.999606	0.496338	
2109	1.000099	-0.000041	0.097168	0.000041	1.000099	-0.178040	
2110	0.999874	0.000760	-0.208130	-0.000760	0.999874	0.330872	
2111	1.000362	0.000092	-0.086853	-0.000092	1.000362	-0.438049	
2112	0.999961	0.000036	0.059998	-0.000036	0.999961	-0.109253	
2113	1.000293	0.000338	-0.390991	-0.000338	1.000293	-0.085999	
2114	1.000113	0.001607	-0.334900	-0.001607	1.000113	0.514893	
2115	1.000555	0.000131	-0.449890	-0.000131	1.000555	-1.043091	
2116	1.000079	0.000434	0.089355	-0.000434	1.000079	-0.004272	
2117	1.000291	-0.000014	-0.482361	0.000014	1.000291	0.153076	
2118	1.000009	0.000474	-0.147156	-0.000474	1.000009	0.521545	
2119	0.999886	-0.000005	0.400940	0.000005	0.999886	-0.018921	
2120	0.999821	0.000180	0.363342	-0.000180	0.999821	-0.506165	
2121	1.000242	0.000204	-0.163147	-0.000204	1.000242	-0.474426	
2122	1.000116	0.000278	-0.389465	-0.000278	1.000116	0.042053	
2123	1.000168	0.000194	-0.197693	-0.000194	1.000168	-0.069214	
2124	1.000169	0.000234	-0.160278	-0.000234	1.000169	-0.146545	
2125	0.999955	0.000703	-0.071167	-0.000703	0.999955	0.204468	
2126	0.999838	0.000246	-0.131775	-0.000246	0.999838	-0.173340	
2127	1.000134	0.000023	-0.197754	-0.000023	1.000134	-0.198486	
2128	0.999847	0.000447	-0.339844	-0.000447	0.999847	0.490967	
2129	1.000434	0.000275	-0.181885	-0.000275	1.000434	-0.463013	
2130	0.999904	0.000060	0.271973	-0.000060	0.999904	-0.540527	
2131	1.000214	0.000137	-0.401062	-0.000137	1.000214	-0.395874	
2132	0.999868	0.000313	-0.179932	-0.000313	0.999868	0.188416	
2133	1.000299	0.000482	-0.178650	-0.000482	1.000299	0.046570	
2134	0.999891	0.000211	0.195679	-0.000211	0.999891	-0.314941	
2135	1.000394	0.000231	-0.390320	-0.000231	1.000394	-0.581299	
2136	0.999764	0.000235	-0.101624	-0.000235	0.999764	0.294861	
2137	1.000300	0.000099	-0.026672	-0.000099	1.000300	-0.194214	
2138	0.999310	0.000869	0.002380	-0.000869	0.999310	0.702576	
2139	1.000125	0.000308	-0.076172	-0.000308	1.000125	-0.100159	
2140	0.999910	0.000146	-0.102600	-0.000146	0.999910	-0.131897	
2141	1.000437	0.000558	-0.599609	-0.000558	1.000437	-0.031250	
2142	0.999933	0.000414	0.294312	-0.000414	0.999933	0.074585	
2143	1.000316	0.000252	-0.058838	-0.000252	1.000316	-0.321411	
2144	0.999959	-0.000042	-0.060242	0.000042	0.999959	-0.362732	
2145	0.999268	0.000337	0.298096	-0.000337	0.999268	0.631226	
2146	0.999963	0.000100	0.220703	-0.000100	0.999963	-0.103271	
2147	1.000038	0.000035	0.092224	-0.000035	1.000038	-0.787048	
2148	1.000116	0.000079	0.036255	-0.000079	1.000116	-0.202148	
2149	1.000083	0.000172	-0.124207	-0.000172	1.000083	-0.010742	
2150	0.999991	0.000291	-0.071533	-0.000291	0.999991	0.045471	
2151	1.000496	0.000258	-0.136353	-0.000258	1.000496	-0.236572	
2152	0.999971	0.000428	-0.126099	-0.000428	0.999971	-0.203125	
2153	1.000752	0.000235	-0.543518	-0.000235	1.000752	-0.706665	
2154	0.999907	-0.000143	0.136780	0.000143	0.999907	-0.109924	
2155	1.000029	0.000145	0.090637	-0.000145	1.000029	-0.157043	
2156	0.999721	0.001048	-0.006226	-0.001048	0.999721	0.677917	
2157	1.000770	0.000702	-0.817078	-0.000702	1.000770	-0.306885	
2158	0.999649	-0.000038	0.486206	0.000038	0.999649	-0.073181	
2159	1.000193	0.000240	-0.267456	-0.000240	1.000193	-0.091248	
2160	1.000227	0.000778	-0.594116	-0.000778	1.000227	0.236816	
2161	0.999933	0.000194	0.115845	-0.000194	0.999933	-0.170105	
2162	0.999638	0.001081	-0.332581	-0.001081	0.999638	0.594604	
2163	1.000545	0.000417	-0.596619	-0.000417	1.000545	-0.727539	
2164	0.999922	0.000817	-0.242981	-0.000817	0.999922	0.365845	
2165	1.000174	0.000120	-0.393250	-0.000120	1.000174	-0.192871	
2166	0.999884	0.000554	-0.282288	-0.000554	0.999884	0.216858	
2167	1.000297	0.000592	-0.593323	-0.000592	1.000297	-0.133911	
2168	0.999836	0.000126	0.066223	-0.000126	0.999836	0.197449	
2169	1.000223	0.000270	-0.345337	-0.000270	1.000223	-0.145508	
2170	0.999859	0.000164	0.036255	-0.000164	0.999859	-0.134338	
2171	1.000117	0.000426	-0.269409	-0.000426	1.000117	-0.080566	
2172	0.999866	-0.000300	0.154541	0.000300	0.999866	-0.210693	
2173	1.000211	0.000446	-0.235901	-0.000446	1.000211	0.083862	
2174	0.999967	0.000416	-0.195190	-0.000416	0.999967	0.198425	
2175	1.000036	-0.000003	-0.080078	0.000003	1.000036	-0.216492	
2176	1.000173	0.000647	-0.458862	-0.000647	1.000173	-0.141724	
2177	1.000430	0.000885	-0.741211	-0.000885	1.000430	0.069824	
2178	0.999945	-0.000067	0.374878	0.000067	0.999945	-0.462463	
2179	1.000334	0.000269	-0.361572	-0.000269	1.000334	-0.190491	
2180	0.999959	-0.000436	0.414001	0.000436	0.999959	-0.592957	
2181	1.000063	0.000319	-0.296997	-0.000319	1.000063	0.082031	
2182	1.000218	0.000452	-0.352966	-0.000452	1.000218	0.041077	
2183	1.000250	0.000148	-0.083374	-0.000148	1.000250	-0.210815	
2184	0.999962	-0.000157	0.239075	0.000157	0.999962	-0.592346	
2185	1.000481	-0.000170	-0.280457	0.000170	1.000481	-0.686218	
2186	1.000285	0.000124	-0.196777	-0.000124	1.000285	-0.225952	
2187	1.000370	0.000309	-0.359497	-0.000309	1.000370	-0.076477	
2188	1.000052	0.000272	0.024780	-0.000272	1.000052	-0.080322	
2189	1.000288	0.000075	-0.233337	-0.000075	1.000288	-0.329773	
2190	0.999776	-0.000182	0.411072	0.000182	0.999776	-0.216736	
2191	1.000299	0.000736	-0.617310	-0.000736	1.000299	0.093445	
2192	1.000246	0.000393	-0.326050	-0.000393	1.000246	-0.092712	
2193	1.000307	0.000375	-0.077026	-0.000375	1.000307	-0.571960	
2194	0.999922	0.000277	0.098083	-0.000277	0.999922	-0.003052	
2195	1.000191	0.000570	-0.363647	-0.000570	1.000191	-0.179810	
2196	0.999959	0.000061	-0.001343	-0.000061	0.999959	-0.109375	
2197	1.000146	-0.000478	0.417542	0.000478	1.000146	-0.515320	
2198	1.000230	0.000114	-0.340942	-0.000114	1.000230	-0.147156	
2199	1.000191	-0.000007	0.101929	0.000007	1.000191	-0.127258	
2200	0.999850	0.000045	0.108582	-0.000045	0.999850	-0.178772	
2201	1.000132	0.000104	0.532898	-0.000104	1.000132	-0.773621	
2202	0.999911	0.000232	-0.118713	-0.000232	0.999911	-0.244690	
2203	1.000367	-0.000013	-0.100952	0.000013	1.000367	-0.525391	
2204	1.000061	0.000222	-0.064392	-0.000222	1.000061	-0.247253	
2205	1.000018	0.000057	0.058289	-0.000057	1.000018	-0.246826	
2206	1.000033	0.000265	-0.034119	-0.000265	1.000033	-0.297852	
2207	1.000315	0.000233	-0.173706	-0.000233	1.000315	-0.292908	
2208	0.999761	0.000066	0.060913	-0.000066	0.999761	-0.366516	
2209	1.000250	-0.000131	-0.082214	0.000131	1.000250	-0.428162	
2210	0.999702	-0.000306	0.503174	0.000306	0.999702	-0.013184	
2211	0.999980	0.000202	-0.076416	-0.000202	0.999980	0.051453	
2212	0.999794	0.000281	0.262085	-0.000281	0.999794	0.165344	
2213	1.000185	-0.000003	0.051758	0.000003	1.000185	-0.228699	
2214	0.999761	0.000144	0.352661	-0.000144	0.999761	-0.113831	
2215	1.000085	0.000430	-0.184082	-0.000430	1.000085	0.085144	
2216	1.000009	0.000220	-0.103027	-0.000220	1.000009	0.104492	
2217	1.000001	0.000547	-0.292847	-0.000547	1.000001	-0.045288	
2218	0.999929	0.000191	0.093811	-0.000191	0.999929	-0.029602	
2219	0.999989	0.000565	-0.406555	-0.000565	0.999989	0.107422	
2220	1.000048	0.000156	-0.207642	-0.000156	1.000048	-0.104370	
2221	1.000046	0.000132	0.029968	-0.000132	1.000046	0.076843	
2222	0.999808	0.000202	0.325256	-0.000202	0.999808	0.052856	
2223	1.000081	0.000770	-0.363098	-0.000770	1.000081	0.397644	
2224	1.000164	0.000593	-0.466614	-0.000593	1.000164	0.248901	
2225	1.000138	-0.000168	0.100464	0.000168	1.000138	-0.263916	
2226	0.999901	0.000436	0.015259	-0.000436	0.999901	-0.147400	
2227	1.000231	0.000615	-0.293579	-0.000615	1.000231	-0.152222	
2228	0.999905	-0.000189	0.525757	0.000189	0.999905	-0.203674	
2229	1.000294	0.000122	-0.340576	-0.000122	1.000294	-0.334778	
2230	0.999908	0.000452	0.029663	-0.000452	0.999908	0.494263	
2231	1.000055	-0.000228	0.181946	0.000228	1.000055	-0.136292	
2232	0.999909	0.001077	-0.213806	-0.001077	0.999909	0.448059	
2233	1.000233	-0.000070	-0.104675	0.000070	1.000233	-0.487366	
2234	0.999782	0.000037	0.382019	-0.000037	0.999782	0.047058	
2235	1.000062	0.000225	-0.151184	-0.000225	1.000062	0.288818	
2236	0.999843	0.000961	-0.031860	-0.000961	0.999843	0.473206	
2237	1.000059	0.000467	-0.028503	-0.000467	1.000059	-0.282532	
2238	0.999820	0.000112	0.266541	-0.000112	0.999820	-0.373718	
2239	1.000154	0.000385	-0.155457	-0.000385	1.000154	-0.124695	
2240	0.999877	0.000089	0.036987	-0.000089	0.999877	-0.674622	
2241	0.999889	0.000110	-0.125610	-0.000110	0.999889	-0.023315	
2242	0.999581	0.000323	0.175842	-0.000323	0.999581	0.297485	
2243	1.000054	0.000154	-0.042969	-0.000154	1.000054	0.420898	
2244	0.999657	0.000025	0.247559	-0.000025	0.999657	0.012512	
2245	0.999867	0.000032	0.272339	-0.000032	0.999867	-0.284973	
2246	1.000066	0.000131	-0.040405	-0.000131	1.000066	0.055908	
2247	1.000053	-0.000278	0.156860	0.000278	1.000053	-0.263672	
2248	0.999772	-0.000036	0.136230	0.000036	0.999772	0.095459	
2249	1.000204	-0.000008	-0.051636	0.000008	1.000204	-0.104553	
2250	0.999918	-0.000182	0.306763	0.000182	0.999918	-0.683838	
2251	1.000234	-0.000004	-0.397461	0.000004	1.000234	-0.165527	
2252	1.000033	-0.000156	0.301758	0.000156	1.000033	0.171143	
2253	0.999817	-0.000421	0.556335	0.000421	0.999817	-0.204712	
2254	0.999752	0.000566	0.112061	-0.000566	0.999752	0.581665	
2255	1.000355	0.000325	-0.415466	-0.000325	1.000355	-0.023499	
2256	0.999989	-0.000002	0.132385	0.000002	0.999989	-0.056458	
2257	1.000276	0.000702	-0.466125	-0.000702	1.000276	0.227661	
2258	0.999746	0.000379	-0.088684	-0.000379	0.999746	0.157959	
2259	1.000139	0.000469	-0.301086	-0.000469	1.000139	0.035217	
2260	1.000364	0.000532	-0.626160	-0.000532	1.000364	-0.174988	
2261	1.000400	-0.000009	-0.016541	0.000009	1.000400	-0.190186	
2262	1.000115	0.000267	-0.349182	-0.000267	1.000115	0.292175	
2263	1.000431	0.000548	-0.344543	-0.000548	1.000431	0.152466	
2264	0.999987	0.000188	-0.056213	-0.000188	0.999987	0.154297	
2265	1.000284	0.000138	-0.143188	-0.000138	1.000284	-0.004517	
2266	0.999884	0.000230	0.126099	-0.000230	0.999884	0.304321	
2267	1.000175	0.000186	-0.215210	-0.000186	1.000175	0.027771	
2268	0.999994	0.000172	0.029114	-0.000172	0.999994	0.111755	
2269	1.000320	0.000795	-0.568420	-0.000795	1.000320	0.230286	
2270	0.999854	0.000180	0.326416	-0.000180	0.999854	0.249695	
2271	1.000279	0.000917	-0.468140	-0.000917	1.000279	0.772400	
2272	0.999835	0.000617	-0.040405	-0.000617	0.999835	0.865417	
2273	1.000175	0.000592	-0.449036	-0.000592	1.000175	0.294128	
2274	0.999626	0.000431	0.495117	-0.000431	0.999626	0.617249	
2275	1.000019	0.000435	-0.159607	-0.000435	1.000019	0.480530	
2276	0.999938	0.000125	0.076599	-0.000125	0.999938	0.128540	
2277	1.000080	0.000250	-0.267517	-0.000250	1.000080	0.122131	
2278	0.999563	0.000349	0.244141	-0.000349	0.999563	0.425415	
2279	1.000253	0.000314	-0.308411	-0.000314	1.000253	0.092407	
2280	1.000151	0.000331	-0.223267	-0.000331	1.000151	0.789124	
2281	0.999980	0.000194	-0.049988	-0.000194	0.999980	0.284058	
2282	0.999868	0.000427	-0.001282	-0.000427	0.999868	0.561157	
2283	1.000149	-0.000018	0.062439	0.000018	1.000149	-0.050354	
2284	0.999671	0.000154	0.206482	-0.000154	0.999671	0.441467	
2285	0.999983	0.000664	-0.235779	-0.000664	0.999983	0.566650	
2286	0.999818	0.000149	0.103149	-0.000149	0.999818	0.322266	
2287	0.999760	0.000301	0.251770	-0.000301	0.999760	0.114563	
2288	0.999833	0.000409	0.024536	-0.000409	0.999833	0.255615	
2289	1.000186	0.000352	-0.471008	-0.000352	1.000186	0.269958	
2290	0.999865	0.000073	-0.030640	-0.000073	0.999865	0.454102	
2291	0.999939	-0.000523	0.344177	0.000523	0.999939	0.096313	
2292	0.999982	0.000133	-0.035156	-0.000133	0.999982	0.108765	
2293	1.000265	0.000137	-0.448303	-0.000137	1.000265	0.130127	
2294	1.000116	0.000009	-0.075378	-0.000009	1.000116	0.308838	
2295	1.000336	0.000373	-0.491455	-0.000373	1.000336	0.866699	
2296	0.999850	0.000152	0.160156	-0.000152	0.999850	0.424255	
2297	1.000197	0.000029	-0.381226	-0.000029	1.000197	-0.191345	
2298	0.999939	0.000365	-0.190063	-0.000365	0.999939	0.097595	
2299	1.000122	-0.000018	0.019043	0.000018	1.000122	-0.395996	
2300	0.999829	-0.000085	0.279968	0.000085	0.999829	-0.188965	
2301	1.000229	0.000087	-0.285828	-0.000087	1.000229	-0.062988	
2302	0.999783	0.000112	0.230896	-0.000112	0.999783	0.263123	
2303	1.000284	0.000012	-0.061340	-0.000012	1.000284	-0.358887	
2304	1.000734	0.000027	-0.503479	-0.000027	1.000734	-0.728516	
2305	1.000521	-0.000069	-0.381958	0.000069	1.000521	-0.308838	
2306	1.000043	0.000042	-0.098022	-0.000042	1.000043	-0.074951	
2307	0.999964	0.000433	-0.423035	-0.000433	0.999964	0.242615	
2308	0.999804	0.000303	0.089966	-0.000303	0.999804	0.107361	
2309	1.000148	0.000248	-0.256226	-0.000248	1.000148	0.048492	
2310	1.000025	-0.000117	0.045349	0.000117	1.000025	-0.069763	
2311	1.000312	0.000044	-0.215698	-0.000044	1.000312	-0.188385	
2312	0.999879	0.000185	0.187927	-0.000185	0.999879	0.017822	
2313	1.000343	0.000127	-0.308716	-0.000127	1.000343	-0.423248	
2314	0.999947	-0.000064	0.305786	0.000064	0.999947	-0.474182	
2315	1.000304	-0.000021	-0.389160	0.000021	1.000304	-0.490509	
2316	0.999992	-0.000083	-0.013550	0.000083	0.999992	0.026428	
2317	1.000253	0.000090	-0.035095	-0.000090	1.000253	-0.206116	
2318	0.999610	0.000439	0.191467	-0.000439	0.999610	0.103760	
2319	0.999954	0.000095	-0.000732	-0.000095	0.999954	-0.758850	
2320	0.999994	-0.000124	0.004395	0.000124	0.999994	-0.472809	
2321	1.000111	-0.000042	0.090698	0.000042	1.000111	-0.253723	
2322	0.999900	0.000060	0.122375	-0.000060	0.999900	-0.099915	
2323	1.000313	0.000378	-0.202942	-0.000378	1.000313	-0.685669	
2324	0.999738	0.000185	0.077209	-0.000185	0.999738	0.064697	
2325	1.000367	0.000584	-0.662842	-0.000584	1.000367	-0.242126	
2326	0.999667	-0.000451	0.637695	0.000451	0.999667	-0.479492	
2327	1.000032	0.000004	0.210815	-0.000004	1.000032	-0.232300	
2328	0.999840	-0.000228	0.329224	0.000228	0.999840	-0.708130	
2329	1.000270	0.000021	-0.251160	-0.000021	1.000270	-0.286438	
2330	0.999701	-0.000093	0.592957	0.000093	0.999701	-0.266174	
2331	1.000239	0.000327	-0.313660	-0.000327	1.000239	-0.069275	
2332	0.999956	0.000358	0.030518	-0.000358	0.999956	-0.254822	
2333	0.999900	-0.000165	0.383545	0.000165	0.999900	-0.325439	
2334	0.999837	0.000679	-0.360352	-0.000679	0.999837	-0.033691	
2335	1.000026	0.000204	-0.274048	-0.000204	1.000026	-0.077332	
2336	0.999683	0.000365	-0.113831	-0.000365	0.999683	-0.017273	
2337	1.000125	-0.000232	-0.208252	0.000232	1.000125	-0.793610	
2338	0.999891	0.000531	0.018616	-0.000531	0.999891	0.008362	
2339	1.000364	0.000705	-0.516113	-0.000705	1.000364	-0.063538	
2340	0.999740	-0.000035	0.216736	0.000035	0.999740	-0.171509	
2341	1.000169	-0.000458	0.001282	0.000458	1.000169	-0.819580	
2342	0.999835	-0.000017	0.239014	0.000017	0.999835	-0.300018	
2343	1.000202	0.000217	-0.249878	-0.000217	1.000202	-0.429840	
2344	0.999994	0.000271	-0.006104	-0.000271	0.999994	0.036438	
2345	1.000112	-0.000144	0.043091	0.000144	1.000112	-0.942841	
2346	0.999878	0.000311	0.201111	-0.000311	0.999878	0.148712	
2347	1.000099	0.000251	0.026733	-0.000251	1.000099	0.015198	
2348	1.000054	-0.000177	0.135010	0.000177	1.000054	-0.264221	
2349	0.999940	0.000218	0.119690	-0.000218	0.999940	-0.512451	
2350	0.999805	0.000117	0.078247	-0.000117	0.999805	-0.143005	
2351	1.000089	0.000062	-0.051819	-0.000062	1.000089	-0.799408	
2352	1.000454	0.000318	-0.829590	-0.000318	1.000454	-0.445007	
2353	1.000362	0.000090	-0.075317	-0.000090	1.000362	-0.623596	
2354	0.999932	-0.000193	0.250366	0.000193	0.999932	-0.472626	
2355	1.000170	0.000100	-0.198608	-0.000100	1.000170	-0.799835	
2356	0.999716	-0.000037	0.170166	0.000037	0.999716	-0.051270	
2357	1.000254	0.000136	-0.206848	-0.000136	1.000254	-0.266296	
2358	0.999873	-0.000232	0.021118	0.000232	0.999873	-0.581177	
2359	0.999923	-0.000375	0.336731	0.000375	0.999923	-0.485901	
2360	1.000318	0.000131	-0.117615	-0.000131	1.000318	-0.496887	
2361	0.999984	0.000765	-0.434265	-0.000765	0.999984	0.239868	
2362	0.999656	0.000134	0.530334	-0.000134	0.999656	0.125122	
2363	1.000377	-0.000152	0.005615	0.000152	1.000377	-0.493073	
2364	0.999597	0.000012	0.754272	-0.000012	0.999597	-0.204773	
2365	1.000502	-0.000302	0.180420	0.000302	1.000502	-0.751892	
2366	0.999895	0.000264	-0.255432	-0.000264	0.999895	-0.088715	
2367	1.000122	0.000001	0.074646	-0.000001	1.000122	-0.294434	
2368	0.999984	0.000225	-0.110962	-0.000225	0.999984	0.072510	
2369	1.000243	0.000161	-0.299133	-0.000161	1.000243	-0.230347	
2370	1.000097	-0.000003	-0.094238	0.000003	1.000097	-0.052643	
2371	1.000191	-0.000085	-0.584290	0.000085	1.000191	-0.360779	
2372	0.999662	0.000206	-0.434753	-0.000206	0.999662	-0.150299	
2373	1.000518	0.000130	-0.639954	-0.000130	1.000518	-0.380615	
2374	0.999780	-0.000018	-0.317627	0.000018	0.999780	-0.024902	
2375	1.000350	-0.000018	0.287354	0.000018	1.000350	-0.230591	
2376	0.999888	-0.000293	0.755310	0.000293	0.999888	-0.296692	
2377	1.000320	0.000124	-0.002136	-0.000124	1.000320	-0.371735	
2378	0.999820	0.000073	0.553711	-0.000073	0.999820	-0.049438	
2379	1.000194	0.000384	-0.122498	-0.000384	1.000194	-0.433533	
2380	1.000085	-0.000048	-0.013855	0.000048	1.000085	-0.286560	
2381	1.000049	0.000162	0.086792	-0.000162	1.000049	-0.016235	
2382	0.999810	-0.000079	0.615662	0.000079	0.999810	-0.085510	
2383	1.000528	-0.000084	-0.011658	0.000084	1.000528	-0.558228	
2384	0.999625	0.000278	-0.025146	-0.000278	0.999625	-0.093079	
2385	1.000246	0.000195	-0.104248	-0.000195	1.000246	-0.192139	
2386	0.999767	0.000028	0.707397	-0.000028	0.999767	-0.202454	
2387	1.000472	-0.000026	-0.151001	0.000026	1.000472	-0.878204	
2388	0.999714	-0.000107	0.356873	0.000107	0.999714	-0.591370	
2389	1.000286	-0.000125	-0.103088	0.000125	1.000286	-0.404236	
